kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_srad,koi_teq,koi_steff,koi_slogg,koi_smet,koi_kepmag,koi_model_snr,koi_num_transits
K04438.01,FALSE POSITIVE,FALSE POSITIVE,0.0,6.39903778,3.15,186.6,6.54,4.856,1780.0,5178.0,3.286,-0.22,13.507,24.1,162.0
K04235.01,CANDIDATE,CANDIDATE,0.997,66.6434565,2.385,277.3,2.99,1.164,476.0,5751.0,4.339,0.32,13.224,14.8,21.0
K04236.01,FALSE POSITIVE,FALSE POSITIVE,,0.739761008,7.589,292.1,9.67,0.35,839.0,3417.0,4.9,0.0,15.049,34.7,1811.0
K04237.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.950735805,1.1434,175.1,1.39,1.005,1908.0,6039.0,4.478,0.07,15.156,17.1,1406.0
K04238.01,FALSE POSITIVE,FALSE POSITIVE,,369.819993,20.232,1599.0,4.25,0.839,201.0,4806.0,4.495,0.48,15.089,42.1,
K04239.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17815935,1.839,116.3,1.22,1.098,1561.0,6258.0,4.413,-0.02,14.975,14.1,1227.0
K04307.01,CANDIDATE,CANDIDATE,0.298,160.850075,9.427,428.1,3.41,1.507,413.0,5999.0,4.168,0.18,14.218,16.1,7.0
K04308.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.720460644,1.7846,2111.5,37.33,1.058,2240.0,6304.0,4.435,-0.14,14.828,117.2,1481.0
K04309.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.7948721,1.713,305.1,16.1,0.793,1083.0,5883.0,4.58,-0.5,15.302,11.3,300.0
K00612.03,CONFIRMED,CANDIDATE,0.995,122.0804953,4.054,799.9,2.92,0.77,297.0,5132.0,4.571,-0.06,14.157,23.3,7.0
K02563.02,CANDIDATE,CANDIDATE,0.98,6.2614227,4.779,51.4,0.81,1.121,1146.0,6384.0,4.361,-0.24,13.973,10.6,217.0
K04374.01,CANDIDATE,CANDIDATE,1.0,3.70386741,1.41,125.7,0.86,0.776,1012.0,5496.0,4.592,-0.24,14.108,13.1,287.0
K04375.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.638437699,0.3028,286.8,2.48,0.824,1709.0,5073.0,4.571,0.48,15.23,25.8,0.0
K04376.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.8912851,6.182,1223.4,19.96,0.707,1061.0,4700.0,4.605,0.0,16.851,25.7,329.0
K04377.01,CANDIDATE,CANDIDATE,0.926,19.8751355,8.041,109.0,2.49,2.004,1061.0,6918.0,4.021,0.0,13.543,15.2,68.0
K04378.01,FALSE POSITIVE,FALSE POSITIVE,,343.42046,11.11,482.7,2.15,0.967,270.0,6115.0,4.469,-0.22,15.223,10.0,
K07658.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.47148164,4.679,122.7,0.85,0.716,970.0,5297.0,4.626,-0.34,15.795,9.5,382.0
K04444.01,CONFIRMED,CANDIDATE,1.0,5.94373492,1.847,301.0,1.14,0.682,674.0,4391.0,4.598,0.04,15.583,13.2,226.0
K04445.01,FALSE POSITIVE,FALSE POSITIVE,,244.60373,10.87,769.8,2.1,0.771,235.0,5166.0,4.593,0.0,15.319,17.7,
K04446.01,CONFIRMED,CANDIDATE,0.895,85.7567919,5.695,159.1,2.99,2.213,528.0,5037.0,3.783,0.08,12.429,16.9,16.0
K04447.01,CONFIRMED,CANDIDATE,1.0,2.18660188,1.585,122.3,0.98,0.772,1099.0,4904.0,4.535,0.0,14.793,14.2,611.0
K03043.02,CANDIDATE,CANDIDATE,,7.2929891,4.053,72.5,0.73,0.856,904.0,5959.0,4.549,-0.32,14.829,7.1,
K04240.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.1339356,4.477,203.7,1.58,1.018,1315.0,6137.0,4.46,-0.06,15.725,21.4,421.0
K04241.01,CONFIRMED,CANDIDATE,0.992,2.55315031,1.849,185.3,1.25,0.908,1312.0,5970.0,4.521,-0.18,15.424,15.4,448.0
K02458.02,CONFIRMED,CANDIDATE,1.0,2.936587946,1.8952,279.6,1.77,0.909,1190.0,5455.0,4.421,-0.2,15.404,20.1,455.0
K04242.01,CANDIDATE,CANDIDATE,0.996,145.786556,4.891,378.0,1.82,0.95,331.0,5578.0,4.44,0.0,14.41,13.9,10.0
K04243.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33254212,3.848,37.4,1.45,2.237,2694.0,6613.0,3.87,-0.24,13.0,10.6,1010.0
K04310.01,CONFIRMED,CANDIDATE,0.986,10.7769944,2.616,185.6,1.15,0.852,752.0,5455.0,4.457,-0.34,14.587,11.3,122.0
K07668.01,CANDIDATE,CANDIDATE,0.77,2.5093344,1.833,184.3,1.47,1.081,1483.0,6278.0,4.425,-0.06,15.588,8.4,409.0
K04311.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.918921494,0.9425,321.0,1.49,0.833,1697.0,5655.0,4.561,-0.14,15.606,23.7,1458.0
K04312.01,CONFIRMED,CANDIDATE,0.99,7.84931877,3.747,68.2,0.81,0.99,925.0,5678.0,4.365,-0.28,13.858,12.6,174.0
K04313.01,FALSE POSITIVE,FALSE POSITIVE,,67.7125988,1.538,542.4,82.63,0.847,460.0,6309.0,4.517,-0.94,14.213,13.4,22.0
K04314.01,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4285576,13.98,620.1,2.22,0.752,669.0,5492.0,4.604,-0.34,15.663,13.2,107.0
K04379.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.275511306,1.889,69.3,0.84,1.015,1739.0,5921.0,4.418,-0.1,15.083,10.3,527.0
K04380.01,FALSE POSITIVE,FALSE POSITIVE,1.0,5.78159956,2.222,72.8,1.7,1.884,1475.0,6443.0,4.023,-0.06,13.384,16.4,230.0
K04381.01,FALSE POSITIVE,FALSE POSITIVE,0.0,8.4805019,8.345,164.9,1.26,0.737,781.0,5555.0,4.554,-0.74,15.313,11.0,128.0
K02732.04,CANDIDATE,CANDIDATE,0.848,24.5607107,8.679,55.2,1.13,1.499,787.0,6170.0,4.192,0.24,12.805,14.9,26.0
K04382.01,CONFIRMED,CANDIDATE,1.0,2.94648935,3.155,57.0,0.89,1.171,1497.0,6481.0,4.378,-0.08,14.144,12.7,455.0
K04173.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.227986164,1.551,150.5,1.17,0.931,1673.0,5746.0,4.435,-0.28,14.966,14.8,1093.0
K04174.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.11548883,4.008,169.5,1.29,0.971,1426.0,5952.0,4.489,0.02,15.627,17.6,618.0
K07659.01,FALSE POSITIVE,FALSE POSITIVE,0.0,358.96247,23.49,670.8,2.37,0.904,242.0,5743.0,4.527,0.04,15.389,12.1,3.0
K04175.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17815196,2.445,245.0,1.09,0.7,1139.0,5357.0,4.634,-0.46,15.916,17.9,617.0
K04176.01,FALSE POSITIVE,FALSE POSITIVE,,342.315407,12.476,719.7,3.15,1.164,304.0,6425.0,4.373,-0.08,15.091,13.3,
K04177.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.089077224,2.705,152.7,1.0,0.83,1458.0,5118.0,4.547,0.26,15.472,18.7,1229.0
K04244.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.288066288,6.4616,10082.6,34.84,0.639,1310.0,5233.0,4.625,-0.96,15.313,230.7,890.0
K04245.01,CANDIDATE,CANDIDATE,0.965,24.6683831,8.556,109.2,1.76,1.554,788.0,6059.0,4.151,0.16,13.572,15.3,53.0
K07663.01,FALSE POSITIVE,FALSE POSITIVE,0.016,2.31894284,5.321,66.5,0.87,1.0,1375.0,5780.0,4.438,0.0,13.232,13.6,317.0
K04246.01,CONFIRMED,CANDIDATE,0.364,6.98472143,2.724,90.7,1.19,1.227,1059.0,5839.0,4.279,0.12,13.382,11.7,196.0
K04247.01,CANDIDATE,CANDIDATE,,349.41047,15.02,652.8,2.41,0.945,253.0,5878.0,4.512,0.07,15.346,17.7,
K04248.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.562563871,1.591,34.6,0.69,1.145,2626.0,6577.0,4.381,-0.26,13.54,16.4,1904.0
K04315.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.93373458,4.364,127.7,0.93,0.804,1573.0,5335.0,4.577,0.02,14.76,27.8,699.0
K04316.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33251948,3.733,233.7,1.64,1.058,1751.0,5926.0,4.381,-0.1,16.334,17.7,652.0
K04317.01,FALSE POSITIVE,FALSE POSITIVE,,168.84663,9.75,215.1,1.45,0.992,329.0,5897.0,4.489,0.21,13.859,9.3,
K04318.01,CANDIDATE,CANDIDATE,0.938,14.8162925,4.973,108.2,1.57,1.325,912.0,6356.0,4.27,0.0,12.583,12.5,89.0
K04319.01,FALSE POSITIVE,FALSE POSITIVE,0.0,160.4122022,4.92,2538.0,4.45,0.727,270.0,5269.0,4.62,-0.28,15.407,24.4,5.0
K04382.02,CANDIDATE,CANDIDATE,,3.98167088,3.609,44.7,0.79,1.173,1356.0,6484.0,4.377,-0.08,14.144,10.3,
K04383.01,CONFIRMED,CANDIDATE,0.999,4.34195312,2.598,73.3,0.94,1.09,1236.0,6164.0,4.378,-0.12,13.874,10.6,304.0
K04384.01,CONFIRMED,CANDIDATE,0.997,122.358116,10.768,352.8,2.15,1.139,407.0,5998.0,4.324,-0.12,14.945,12.2,8.0
K04385.01,CONFIRMED,CANDIDATE,1.0,7.298142,3.024,370.5,1.6,0.834,786.0,5119.0,4.508,0.1,15.825,13.6,155.0
K04386.01,CONFIRMED,CANDIDATE,0.967,18.5010898,3.179,421.1,1.62,0.734,555.0,5242.0,4.613,-0.24,15.789,14.7,74.0
K04178.01,CANDIDATE,CANDIDATE,1.0,7.016016,3.8,169.0,1.72,1.136,1138.0,6642.0,4.39,-0.3,14.404,6.3,153.0
K04179.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.569961046,1.446,44.2,1.04,1.549,2743.0,5814.0,4.066,-0.06,13.333,18.9,1872.0
K00566.03,CANDIDATE,CANDIDATE,0.964,42.068554,5.723,186.3,1.32,0.964,541.0,6122.0,4.487,-0.18,14.718,9.8,23.0
K04180.01,FALSE POSITIVE,FALSE POSITIVE,1.0,1.121634781,1.155,71.5,0.6,0.72,1225.0,4518.0,4.589,0.22,13.958,14.8,1191.0
K04181.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33256979,3.293,104.2,0.97,0.95,1692.0,6089.0,4.495,-0.18,15.377,18.4,1010.0
K04182.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.536650896,4.702,273.2,18.45,0.881,2163.0,5819.0,4.494,-0.32,13.956,117.8,1996.0
K04249.01,FALSE POSITIVE,FALSE POSITIVE,0.0,397.73699,11.76,1131.5,3.05,0.768,211.0,5313.0,4.521,-0.44,15.086,15.3,3.0
K04250.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17818699,2.686,115.8,1.03,0.932,1347.0,5584.0,4.428,-0.16,15.123,15.4,617.0
K04251.01,CANDIDATE,CANDIDATE,1.0,6.23968392,0.668,155.9,1.55,1.143,1060.0,5751.0,4.303,0.0,13.795,9.0,215.0
K02485.02,CONFIRMED,CANDIDATE,0.998,3.60082855,1.938,296.3,1.36,0.796,927.0,4838.0,4.524,0.18,15.311,17.9,296.0
K04252.01,CONFIRMED,CANDIDATE,0.999,15.5714121,2.294,173.5,0.72,0.557,399.0,3872.0,4.714,0.12,13.977,13.0,82.0
K02579.02,CONFIRMED,CANDIDATE,0.98,3.59645081,2.661,149.6,1.66,1.235,1327.0,5887.0,4.292,0.16,15.147,16.2,335.0
K04320.01,CONFIRMED,CANDIDATE,0.554,20.6579443,8.798,98.2,1.27,1.306,728.0,5468.0,4.171,0.14,14.216,14.1,66.0
K04321.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.760941405,1.773,186.6,1.18,0.87,1817.0,5629.0,4.553,0.07,15.855,15.2,1757.0
K07669.01,FALSE POSITIVE,FALSE POSITIVE,0.409,137.665706,3.732,536.9,15.41,6.897,720.0,4832.0,2.953,0.04,13.199,11.7,9.0
K04322.01,FALSE POSITIVE,FALSE POSITIVE,,370.90237,10.558,545.8,1.97,0.847,238.0,5835.0,4.554,-0.24,14.83,14.7,
K04322.02,FALSE POSITIVE,FALSE POSITIVE,,321.55087,5.863,397.0,1.68,0.847,250.0,5835.0,4.554,-0.24,14.83,8.2,
K04387.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.54038914,1.683,71.8,0.84,0.989,1638.0,5974.0,4.422,-0.26,14.753,9.1,865.0
K04388.01,FALSE POSITIVE,FALSE POSITIVE,0.0,71.76236302,29.435,8591.9,25.76,2.817,665.0,5529.0,3.685,-0.04,12.045,1134.3,20.0
K04389.01,CANDIDATE,CANDIDATE,0.571,16.3368863,3.597,225.9,1.27,0.859,642.0,5410.0,4.49,-0.1,15.05,12.1,81.0
K04390.01,CANDIDATE,CANDIDATE,1.0,1.63668262,1.907,921.7,103.99,3.739,2562.0,5234.0,3.436,-0.36,16.494,12.9,164.0
K02744.02,CANDIDATE,CANDIDATE,0.579,11.615625,2.233,191.2,2.84,1.453,905.0,5332.0,4.083,0.18,15.162,8.8,112.0
K02365.02,CONFIRMED,CANDIDATE,0.947,110.978266,11.312,150.2,1.86,1.529,463.0,5883.0,4.149,0.2,13.848,14.0,13.0
K04183.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.952378454,3.892,43.8,1.46,1.375,2528.0,6963.0,4.25,-0.4,13.541,17.4,1396.0
K04184.01,CONFIRMED,CANDIDATE,0.999,6.08003714,1.308,184.0,1.07,0.804,808.0,4991.0,4.513,0.04,13.473,17.7,219.0
K04185.01,CONFIRMED,CANDIDATE,0.992,3.035206175,0.6182,696.9,3.59,0.873,1143.0,5505.0,4.503,-0.04,15.556,19.1,438.0
K07660.01,FALSE POSITIVE,FALSE POSITIVE,0.0,358.96844,21.71,807.8,2.7,0.947,263.0,6117.0,4.496,-0.22,15.36,13.3,3.0
K04186.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.21316437,3.874,116.1,0.95,0.83,1374.0,5921.0,4.465,-0.96,14.4,27.9,608.0
K04253.01,CANDIDATE,CANDIDATE,,173.2578372,2.027,687.0,117.29,1.162,376.0,6392.0,4.399,0.07,14.201,13.5,8.0
K04254.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.530967987,1.812,26.9,1.08,2.052,4196.0,8473.0,4.123,0.21,12.717,24.1,2527.0
K04255.01,CONFIRMED,CANDIDATE,0.974,6.30558387,2.619,193.1,2.52,1.756,1125.0,4934.0,3.927,0.28,15.056,9.5,185.0
K04256.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.2058608,7.39,182.0,1.14,0.839,1012.0,5590.0,4.56,-0.06,15.892,13.3,274.0
K04257.01,CANDIDATE,CANDIDATE,0.7,41.6757509,10.848,142.0,2.1,1.763,690.0,5745.0,3.957,-0.16,13.34,22.6,33.0
K04323.01,CANDIDATE,CANDIDATE,0.91,11.49589567,2.256,108.3,1.59,1.506,1057.0,6290.0,4.133,-0.14,13.582,13.2,118.0
K04324.01,FALSE POSITIVE,FALSE POSITIVE,0.0,8.4803326,5.918,35.6,1.35,2.179,1390.0,6245.0,3.826,-0.44,12.797,11.0,128.0
K04325.01,CANDIDATE,CANDIDATE,0.868,0.609926502,1.2529,133.8,1.12,0.965,2141.0,5936.0,4.501,0.07,15.682,15.3,2128.0
K04326.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.750744255,1.7921,170.6,17.07,0.937,2074.0,6187.0,4.499,-0.32,13.941,50.4,1776.0
K04327.01,CONFIRMED,CANDIDATE,0.992,0.991659646,2.215,77.3,1.19,1.244,2102.0,6117.0,4.315,0.14,14.978,13.5,1078.0
K07670.01,CANDIDATE,CANDIDATE,0.999,8.4795266,6.052,163.3,1.18,0.931,865.0,5841.0,4.52,0.07,15.994,8.0,135.0
K04391.01,CANDIDATE,CANDIDATE,0.99,49.4746966,10.46,291.0,1.62,0.928,498.0,5952.0,4.475,-0.28,14.955,17.2,28.0
K04392.01,FALSE POSITIVE,FALSE POSITIVE,0.0,118.609553,22.74,380.9,2.86,0.792,299.0,5017.0,4.531,0.02,15.133,13.1,11.0
K04393.01,CANDIDATE,CANDIDATE,0.936,1.62888267,1.72,130.9,0.92,0.811,1327.0,5398.0,4.571,-0.02,15.295,12.5,826.0
K04394.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.616386349,0.8136,79.4,2.94,3.266,3552.0,5665.0,3.58,-0.2,12.985,21.9,1728.0
K04395.01,CANDIDATE,CANDIDATE,0.528,1.920062587,1.437,226.8,1.12,0.741,1189.0,5266.0,4.611,-0.22,15.686,12.6,702.0
K04396.01,FALSE POSITIVE,FALSE POSITIVE,,88.91323139,2.92,,,,,,,,12.981,,
K04187.01,FALSE POSITIVE,FALSE POSITIVE,0.0,7.07162308,2.587,123.0,1.42,1.259,1162.0,6313.0,4.24,-0.38,13.722,16.9,190.0
K04188.01,CONFIRMED,CANDIDATE,0.992,6.96352699,3.192,68.1,1.4,1.686,1298.0,6040.0,3.978,-0.44,13.128,17.4,194.0
K04189.01,CONFIRMED,CANDIDATE,0.997,64.2729088,12.136,1213.9,5.38,1.299,554.0,6341.0,4.278,-0.04,15.589,27.4,6.0
K04190.01,CONFIRMED,CANDIDATE,0.931,3.4327371,4.001,63.2,0.75,0.881,1134.0,5757.0,4.536,-0.06,13.583,15.3,396.0
K04191.01,FALSE POSITIVE,FALSE POSITIVE,0.0,13.8452726,2.555,93.2,2.34,2.324,1276.0,6845.0,3.89,-0.2,12.632,10.4,100.0
K07695.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.687506554,1.441,130.3,8.73,7.906,4748.0,4643.0,2.595,-0.18,12.467,14.4,1680.0
K04258.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566801617,2.75,24.9,0.88,1.693,3018.0,6287.0,4.064,0.0,12.528,26.4,2374.0
K04259.01,CANDIDATE,CANDIDATE,0.885,0.909127736,1.431,98.7,0.98,0.996,1818.0,5486.0,4.389,0.06,15.195,13.9,1463.0
K04260.01,FALSE POSITIVE,FALSE POSITIVE,,371.63327,14.92,107.0,1.83,1.59,316.0,5802.0,4.073,-0.2,11.443,15.2,
K04261.01,CONFIRMED,CANDIDATE,0.741,1.450889836,1.753,135.7,1.21,1.023,1700.0,6046.0,4.423,-0.14,15.369,15.7,919.0
K02485.03,CONFIRMED,CANDIDATE,0.994,5.72716067,2.23,310.9,1.4,0.796,794.0,4838.0,4.524,0.18,15.311,16.0,171.0
K04328.01,FALSE POSITIVE,FALSE POSITIVE,,407.59415,7.3,462.4,2.11,0.974,266.0,6198.0,4.402,-0.68,14.854,7.7,
K02579.03,CANDIDATE,CANDIDATE,0.939,10.30148508,3.903,162.7,1.6,1.235,934.0,5887.0,4.292,0.16,15.147,12.6,112.0
K04329.01,CANDIDATE,CANDIDATE,0.914,17.8007815,6.547,44.5,1.02,1.252,816.0,6240.0,4.326,0.14,12.018,14.2,74.0
K04330.01,FALSE POSITIVE,FALSE POSITIVE,,358.101884,6.393,114.0,0.95,0.856,242.0,5786.0,4.526,-0.28,11.678,12.8,
K04331.01,CANDIDATE,CANDIDATE,0.907,1.717859841,0.908,66.3,1.45,1.732,2212.0,6694.0,4.084,-0.22,13.228,9.5,782.0
K04396.02,FALSE POSITIVE,FALSE POSITIVE,,46.0771501,3.03,,,,,,,,12.981,,
K04396.03,FALSE POSITIVE,FALSE POSITIVE,,42.62423329,1.47,,,,,,,,12.981,,
K04397.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.447861451,0.8541,265.4,1.42,0.848,2263.0,5901.0,4.553,-0.3,15.497,20.3,1194.0
K04398.01,CANDIDATE,CANDIDATE,0.979,7.3422467,2.029,366.8,1.6,0.839,837.0,5573.0,4.562,-0.04,15.486,11.8,118.0
K00647.02,CANDIDATE,CANDIDATE,0.935,8.1134681,4.961,40.5,0.92,1.409,1127.0,6011.0,4.123,-0.3,13.55,10.5,150.0
K02842.03,CONFIRMED,CANDIDATE,0.947,3.036208739,0.9324,1820.5,1.4,0.328,520.0,3464.0,4.923,-0.14,16.257,26.0,154.0
K04192.01,CONFIRMED,CANDIDATE,1.0,18.0541469,4.587,283.1,1.51,0.909,635.0,5505.0,4.501,0.16,15.004,19.3,72.0
K02420.02,CANDIDATE,CANDIDATE,0.991,5.4675514,3.283,87.2,1.07,1.151,1078.0,5557.0,4.288,0.14,14.746,10.4,236.0
K07689.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.01530474,8.7622,16445.2,64.77,1.44,2324.0,6428.0,4.226,0.08,13.647,1823.0,1060.0
K04193.01,FALSE POSITIVE,FALSE POSITIVE,0.84,94.180473,7.345,1104.4,4.17,1.0,478.0,6997.0,4.475,-0.5,14.848,15.6,15.0
K04194.01,CONFIRMED,CANDIDATE,0.996,1.538185321,1.683,277.2,1.29,0.723,1234.0,5107.0,4.615,-0.2,15.329,15.2,740.0
K04195.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.332567643,4.284,56.7,0.62,0.79,1482.0,5687.0,4.582,-0.34,14.15,24.0,1006.0
K04262.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.089076495,2.274,43.7,0.75,1.079,2016.0,6444.0,4.416,-0.26,13.938,15.3,1227.0
K04263.01,FALSE POSITIVE,FALSE POSITIVE,0.002,1.662710314,1.83,85.9,2.16,2.244,2307.0,6028.0,3.842,-0.06,13.97,23.8,788.0
K07696.01,FALSE POSITIVE,FALSE POSITIVE,0.044,472.071079,5.759,252.6,2.01,1.253,268.0,6186.0,4.358,0.56,14.002,6.4,3.0
K04264.01,CANDIDATE,CANDIDATE,0.0,0.888478095,1.5312,340.4,1.51,0.806,1665.0,5553.0,4.577,-0.16,15.85,24.6,1505.0
K04265.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.18242002,4.103,69.7,0.7,0.786,1283.0,5808.0,4.583,-0.46,14.897,13.8,618.0
K04266.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.503999678,0.5421,975.6,2.97,0.568,1605.0,4898.0,4.686,-1.16,15.498,96.8,2652.0
K04332.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.66588544,5.004,167.0,0.98,0.771,1041.0,4965.0,4.536,-0.06,15.382,17.2,377.0
K04333.01,CANDIDATE,CANDIDATE,,309.25581,10.72,421.4,2.18,1.057,287.0,6060.0,4.419,0.0,14.205,9.9,
K04334.01,CANDIDATE,CANDIDATE,0.754,2.44232399,1.921,229.0,1.1,0.738,1029.0,4849.0,4.561,-0.08,15.849,14.1,543.0
K04335.01,CONFIRMED,CANDIDATE,0.994,7.61758198,3.545,85.4,1.0,1.072,1020.0,6202.0,4.401,-0.12,14.11,13.4,176.0
K04336.01,FALSE POSITIVE,FALSE POSITIVE,,41.477908,10.45,29.9,1.09,1.918,849.0,6935.0,3.95,-0.62,10.83,9.6,
K04399.01,CANDIDATE,CANDIDATE,0.958,42.1003351,1.0834,214.0,1.42,0.82,466.0,5595.0,4.57,-0.14,11.965,13.9,33.0
K04400.01,CONFIRMED,CANDIDATE,0.995,2.20923119,2.392,59.8,0.84,1.092,1507.0,5991.0,4.375,-0.02,13.764,14.3,602.0
K04401.01,FALSE POSITIVE,FALSE POSITIVE,,260.54832,15.52,161.6,1.35,1.04,318.0,6412.0,4.44,-0.3,13.533,10.2,
K04402.01,FALSE POSITIVE,FALSE POSITIVE,,370.47678,15.69,656.2,2.37,0.896,252.0,6050.0,4.525,-0.3,15.359,11.8,
K04403.01,CONFIRMED,CANDIDATE,1.0,5.88350251,2.556,217.7,1.27,0.849,949.0,5840.0,4.553,-0.24,15.741,11.9,227.0
K04196.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.662457501,1.527,64.1,8.3,2.16,3295.0,6425.0,3.862,-0.34,12.721,13.5,1235.0
K04197.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33258458,3.222,127.0,1.25,1.086,1868.0,6384.0,4.419,-0.16,15.865,14.4,851.0
K04198.01,CANDIDATE,CANDIDATE,0.089,1.182862515,2.928,22.3,1.26,2.639,2800.0,6017.0,3.699,-0.38,12.638,16.5,1132.0
K04199.01,CONFIRMED,CANDIDATE,0.146,0.539915033,1.1466,97.0,0.82,0.837,1871.0,5102.0,4.502,0.1,14.311,17.6,1914.0
K04200.01,FALSE POSITIVE,FALSE POSITIVE,,372.54353,21.83,1106.0,74.14,0.836,226.0,5561.0,4.557,-0.06,15.662,11.9,
K04267.01,CONFIRMED,CANDIDATE,0.951,2.20829637,2.841,87.9,1.36,1.454,1709.0,6028.0,4.189,0.14,15.201,12.0,605.0
K04268.01,CONFIRMED,CANDIDATE,0.996,0.849906734,1.141,124.3,0.59,0.505,1139.0,4296.0,4.733,-1.0,15.22,12.0,1578.0
K04269.01,CONFIRMED,CANDIDATE,0.998,26.6565737,4.954,163.4,4.15,3.062,903.0,5159.0,3.604,-0.04,13.263,18.8,53.0
K04269.02,CANDIDATE,CANDIDATE,0.125,4.4408541,8.083,33.9,1.74,3.062,1642.0,5159.0,3.604,-0.04,13.263,12.0,302.0
K04270.01,FALSE POSITIVE,FALSE POSITIVE,,373.72257,14.21,470.9,67.13,1.008,262.0,6004.0,4.45,-0.02,14.808,9.6,
K04337.01,CONFIRMED,CANDIDATE,0.998,8.18504859,4.673,97.6,0.93,0.906,892.0,5984.0,4.521,-0.2,14.686,12.5,164.0
K04338.01,FALSE POSITIVE,FALSE POSITIVE,0.0,10.78438513,1.408,233.6,75.04,3.515,1397.0,5575.0,3.516,-0.38,13.638,15.6,122.0
K02585.02,CONFIRMED,CANDIDATE,1.0,10.42317343,2.341,71.2,1.07,1.135,901.0,5767.0,4.287,-0.14,13.455,11.2,123.0
K04339.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566804221,4.639,166.0,0.85,0.64,1737.0,5277.0,4.625,-1.0,15.776,31.0,2010.0
K04340.01,FALSE POSITIVE,FALSE POSITIVE,0.006,2.022658,3.343,135.7,1.15,0.967,1482.0,6091.0,4.487,-0.14,15.572,17.4,669.0
K04404.01,FALSE POSITIVE,FALSE POSITIVE,,316.57747,14.64,269.1,1.47,0.898,255.0,5822.0,4.529,-0.06,15.246,10.2,
K07679.01,CANDIDATE,CANDIDATE,1.0,1.8679943,1.087,73.4,0.7,0.815,1291.0,5487.0,4.568,-0.08,14.185,10.0,717.0
K04405.01,CANDIDATE,CANDIDATE,0.694,8.9172863,4.468,196.3,1.39,0.986,931.0,6210.0,4.467,-0.24,14.671,7.2,117.0
K04406.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.519437968,2.129,226.2,20.48,1.006,2402.0,6181.0,4.464,-0.14,15.421,25.4,2184.0
K04407.01,CANDIDATE,CANDIDATE,1.0,1.33807075,1.425,20.2,0.6,1.319,2008.0,6355.0,4.299,0.16,11.179,8.5,995.0
K04408.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.105095798,2.624,141.7,0.89,0.752,1445.0,5296.0,4.604,-0.2,15.815,17.4,608.0
K04201.01,FALSE POSITIVE,FALSE POSITIVE,,245.01902,8.56,375.9,1.98,1.01,310.0,6167.0,4.451,-0.14,14.881,10.1,
K04202.01,CONFIRMED,CANDIDATE,0.949,153.979362,9.028,792.5,2.53,0.903,330.0,5858.0,4.502,-0.2,15.672,16.1,9.0
K07684.01,FALSE POSITIVE,FALSE POSITIVE,0.087,10.2239787,1.814,213.5,24.43,16.823,2364.0,4673.0,2.412,0.21,13.188,6.5,133.0
